Grupa maladiilor pentru compensare,Cod DCI,Denumirea Comuna Internationala (DCI),Doza în SI MC,Cod DC,Denumirea comercială (DC),Doza,Forma farmaceutică,Divizarea,Ţara,Firma producătoare,Număr de înregistrare,Data înregistrării,Cod ATC,Cod medicament (Catalogul național de prețuri),is_child_rate,coverage_type,Cod DCI_sec,Cod DC_sec
pentru tratamentul episodic,653,ESCITALOPRAMUM,10,6531009,Estan,10 mg,comp. film.,N28,Cipru,"Medochemie Ltd, Cipru(PROD: Farmaceutisch Analytisch Laboratorium Duiven BV, Olanda; ,Medochemie Ltd- Factory AZ, Cipru; )",27629,25.03.2022,N06AB10,9220301622,True,Full,753,7531009
pentru tratamentul episodic,653,ESCITALOPRAMUM,20,6532001,Deprestop® 20 mg,20 mg,comp. film.,N14x2,Turcia,"Nobel Ilac Sanayii ve Ticaret AŞ, Turcia",27738,06.05.2022,N06AB10,0508770098,True,Full,753,7532001
pentru tratamentul episodic,653,ESCITALOPRAMUM,20,6532003,Losiram,20 mg,comp. film.,N14x2,Turcia,Bilim Pharmaceuticals AS,26246,2020-05-13 00:00:00,N06AB10,0508770043,True,Full,753,7532003
pentru tratamentul episodic,653,ESCITALOPRAMUM,20,6532004,Elicea®,20 mg,comp. film.,N10x3,Slovenia,"KRKA d.d., Novo mesto",28962,31.03.2023,N06AB10,0508770261,True,Full,753,7532004
pentru tratamentul episodic,036,FAMOTIDINUM,1-20,0361006,Famotidină Zentiva 20 mg,20 mg,comp. film.,N10x3,România,"Zentiva SA, SC",26952,05.07.2021,A02BA03,600030300,True,Full,929,9291006
pentru tratamentul episodic,036,FAMOTIDINUM,1-20,0361008,Quamatel®,20 mg,comp. film.,N14x2,Ungaria,Gedeon Richter PLC,24413,26.03.2018,A02BA03,600030023,True,Full,929,9291008
pentru tratamentul episodic,036,FAMOTIDINUM,1-20,0361016,Famotidină,20 mg,comprimate,N10x2,Republica Moldova,"Eurofarmaco SA, ÎCS, Republica Moldova(PROD: Eurofarmaco SA, ÎCS, Republica Moldova; )",26249,13.05.2020,A02BA03,9200500468,True,Full,929,9291016
pentru tratamentul episodic,036,FAMOTIDINUM,1-20,0361018,Famotidin Sopharma,20 mg,comp. film.,N10x3,Bulgaria,"Sopharma AD (prod.: Medica SA, Bulgaria) ",27772,06.05.2022,A02BA03,0600030539,True,Full,929,9291018
pentru tratamentul episodic,036,FAMOTIDINUM,1-20,0361019,Famotidin,20 mg,comp. film.,N10x2,Rusia,"Nijfarm SA (prod.: Hemofarm AD, Serbia; Hemofarm LLC, Rusia) ",29088,26.05.2023,A02BA03,0600030528,True,Full,929,9291019
pentru tratamentul episodic,036,FAMOTIDINUM,1-20,0361020,Famotidin-BP,20 mg,comp. film.,N20,Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",27850,27.05.2022,A02BA03,9220501821,True,Full,929,9291020
pentru tratamentul episodic,036,FAMOTIDINUM,2-40,0362003,Famotidină Zentiva 40 mg,40 mg,comp. film.,N10x3,România,"Zentiva SA, SC",26953,05.07.2021,A02BA03,600030311,True,Full,929,9292003
pentru tratamentul episodic,036,FAMOTIDINUM,2-40,0362004,Quamatel®,40 mg,comp. film.,N14,Ungaria,Gedeon Richter PLC,24414,26.03.2018,A02BA03,600030045,True,Full,929,9292004
pentru tratamentul episodic,036,FAMOTIDINUM,1-40,0362006,Famotidin-BP,40 mg,comprimate,N20,Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",27851,27.05.2022,A02BA03,9220501820,True,Full,929,9292006
pentru tratamentul episodic,036,FAMOTIDINUM,1-40,0362008,Famotidină,40 mg,comprimate,N10,Republica Moldova,"Eurofarmaco SA, ÎCS, Republica Moldova(PROD: Eurofarmaco SA, ÎCS, Republica Moldova; )",26250,13.05.2020,A02BA03,9200500469,True,Full,929,9292008
pentru tratamentul episodic,036,FAMOTIDINUM,2-40,0362010,Famotidin,40 mg,comp. film.,N10x2,Rusia,"Nijfarm SA (prod.: Hemofarm AD, Serbia; Hemofarm SRL, Rusia) ",29089,26.05.2023,A02BA03,0600030492,True,Full,929,9292010
pentru tratamentul episodic,036,FAMOTIDINUM,10,0363001,Quamatel® Mini,10 mg,comp. film.,N14,Ungaria,Gedeon Richter SA,28652,01.11.2022,A02BA03,600030182,True,Full,929,9293001
pentru tratamentul episodic,036,FAMOTIDINUM,2-20,0364002,Famotin,20 mg,pulb./sol. inj.,N5x4,Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",29139,24.06.2023,A02BA03,9230602770,True,Full,929,9294002
pentru tratamentul episodic,036,FAMOTIDINUM,2-20,0364002,Famotin,20 mg,pulb./sol. inj.,N5x2,Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",29139,24.06.2023,A02BA03,9230602771,True,Full,929,9294002
pentru tratamentul episodic,036,FAMOTIDINUM,2-20,0364003,Famotin,20 mg,pulb.+solv./sol. inj.,N5x2 + 5 ml N5x2,Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",29561,04.04.2024,A02BA03,9240403208,True,Full,929,9294003
pentru tratamentul episodic,036,FAMOTIDINUM,2-20,0364001,Quamatel®,20 mg,pulb.+solv./sol. inj.,N5 + 5 ml N5,Ungaria,Gedeon Richter PLC,24415,26.03.2018,A02BA03,600030034,True,Full,929,9294001
pentru tratamentul episodic,862,FLUTICASONUM,1-125,8621003,Flixotide™ Evohaler™,125 mcg/doză,susp. de inhalat presuriz.,60 doze N1,Marea Britanie,"Glaxo Wellcome UK Ltd (prod.: Glaxo Wellcome SA, Spania) ",25146,05.12.2018,R03BA05,0600250113,True,Full,232,2322003
pentru tratamentul episodic,862,FLUTICASONUM,1,8623001,Nebufluzon®,1 mg/ml,susp. de inhalat prin nebulizator,2 ml N10,Ucraina,"Iuria-Farm SRL, Ucraina(PROD: Iuria-Farm SRL, Ucraina; )",26847,12.05.2021,R03BA05,600250168,True,Full,232,2323001
pentru tratamentul episodic,005,FUROSEMIDUM,40,0051002,Furosemid LPH® 40 mg,40 mg,comp.,N10x3,România,Labormed Pharma S.A.,28607,01.11.2022,C03CA01,0600380304,True,Full,962,9621002
pentru tratamentul episodic,005,FUROSEMIDUM,40,0051001,Furosemid,40 mg,comprimate,N10x5,Republica Belarus,UPM din Borisov SAD,24498,03.04.2018,C03CA01,0600380223,True,Full,962,9621011
pentru tratamentul episodic,005,FUROSEMIDUM,10,0052004,Furosemid-BP,10 mg/ml,sol. inj.,2 ml N5x10,Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",29194,19.07.2023,C03CA01,9230702837,True,Full,962,9622004
pentru tratamentul episodic,005,FUROSEMIDUM,10,0052004,Furosemid-BP,10 mg/ml,sol. inj.,2 ml N5x2,Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",29194,19.07.2023,C03CA01,0600380337,True,Full,962,9622004
pentru tratamentul episodic,005,FUROSEMIDUM,10,0052001,Furosemid,10 mg/ml,sol. inj.,2 ml N10,Belarus,UPM din Borisov SAD,25948,05.12.2019,C03CA01,0600380061,True,Full,962,9622001
pentru tratamentul episodic,005,FUROSEMIDUM,10,0052003,Furosemid,10 mg/ml,sol. inj.,2ml N10(blister),Ucraina,"Uzina experimentală GNŢLS SRL, Ucraina(PROD: Compania farmaceutică ""Zdorovie"" SRL, Ucraina; )",29564,04.04.2024,C03CA01,0600380315,True,Full,962,9622003
pentru tratamentul episodic,833,GABAPENTINUM ,300,8331001,Gabagamma® 300,300 mg,caps.,N10x10,Germania,"Worwag Pharma GmbH&Co.KG (prod.: Artesan Pharma GmbH&Co.KG, Germania; Catalent Germany Schorndorf GmbH, Germania; Dragenopharm Apotheker Puschl GmbH, Germania; Medis International a.s. , Cehia; Worwag Pharma GmbH&Co.KG, Germania) ",26692,18.01.2021,N03AX12,700010105,True,Full,933,9331001
pentru tratamentul episodic,833,GABAPENTINUM ,300,8331002,Tebantin®,300 mg,caps.,N10x10,Ungaria,Gedeon Richter PLC,25832,09.10.2019,N03AX12,300010033,True,Full,933,9331002
pentru tratamentul episodic,833,GABAPENTINUM ,300,8331002,Tebantin®,300 mg,caps.,N10x5,Ungaria,Gedeon Richter PLC,25832,09.10.2019,N03AX12,300010044,True,Full,933,9331002
pentru tratamentul episodic,833,GABAPENTINUM ,300,8331004,Nuropentine®,300 mg,caps.,N10x10,India,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",25444,04.04.2019,N03AX12,0700010194,True,Full,933,9331004
pentru tratamentul episodic,833,GABAPENTINUM ,400,8332001,Gabagamma® 400,400 mg,caps.,N10x10,Germania,"Worwag Pharma GmbH&Co.KG (prod.: Artesan Pharma GmbH&Co.KG, Germania; Catalent Germany Schorndorf GmbH, Germania; Dragenopharm Apotheker Puschl GmbH, Germania; Medis International a.s. , Cehia; Worwag Pharma GmbH&Co.KG, Germania) ",26693,18.01.2021,N03AX12,700010138,True,Full,933,9332001
pentru tratamentul episodic,858,KETOPROFENUM,1-100,8582001,Ketonal® Forte,100 mg,comp. film.,N20,Slovenia,Lek Pharmaceuticals d.d./Ljubljana,28077,04.08.2022,M01AE03,1100050049,True,Full,958,9582001
pentru tratamentul episodic,858,KETOPROFENUM,1-100,8582002,Ultrafastin®,100 mg,comp. filmate,N10x2,Polonia,"Pharmaceutical Works POLPHARMA S.A. Medana Branch in Sieradz, Polonia; Pharmaceutical Works Polpharma S.A., Polonia",27724,06.05.2022,M01AE03,1100050382,True,Full,958,9582002
pentru tratamentul episodic,858,KETOPROFENUM,2-50,8584001,Ketonal®,100 mg/2 ml,sol. inj. / conc./sol. perf.,N5x2,Slovenia,Lek Pharmaceuticals d.d./Ljubljana,27471,2022-01-26 00:00:00,M01AE03,9220201518,True,Full,958,9584001
pentru tratamentul episodic,858,KETOPROFENUM,2-50,8584002,Ketoprofen-BP,50 mg/ml,sol. inj. / conc./sol. perf.,2 ml N5x2,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",27375,29.11.2021,M01AE03,9211101440,True,Full,958,9584002
pentru tratamentul episodic,858,KETOPROFENUM,2-50,8584002,Ketoprofen-BP,50 mg/ml,sol. inj./conc./sol. perf.,2 ml N5x10,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",27375,29.11.2021,M01AE03,9211101441,True,Full,958,9584002
pentru tratamentul episodic,858,KETOPROFENUM,2-100,8585001,Artrocol,100 mg,supozitoare,N5x2,Georgia,"World Medicine Ltd, Georgia(PROD: World Medicine Ilac San.ve Tic. A.Ș., Turcia; )",26482,2020-09-10 00:00:00,M01AE03,9200900704,True,Full,958,9585001
pentru tratamentul episodic,858,KETOPROFENUM,2-100,8585002,Ketonal®,100 mg,supozitoare,N6x2,Slovenia,"Sandoz Ilac Sanayi ve Ticaret A.S., Turcia",27386,27.12.2021,M01AE03,1100050050,True,Full,958,9585002
pentru tratamentul episodic,858,KETOPROFENUM,2-100,8585003,Ketoprofen,100 mg,supozitoare,N5x2,Republica Moldova,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",24692,2018-07-03 00:00:00,M01AE03,1100050038,True,Full,958,9585003
pentru tratamentul episodic,858,KETOPROFENUM,80,8587001,Solket,80 mg,pulbere pentru soluţie orală,N30 (plicuri bifracţionate),Italia,"Aesculapius Farmaceutici S.r.l., Italia(PROD: Special Product's Line S.p.A., Italia; )",29390,31.10.2023,M01AE03,1100050511,True,Full,958,9587001
pentru tratamentul episodic,841,LAMOTRIGINUM,25,8411006,Lamictal™,25 mg,comp.,N14x2,Marea Britanie,"The Wellcome Foundation Ltd (prod.: GlaxoSmithKline Pharmaceuticals SA, Polonia) ",29149,24.06.2023,N03AX09,9191200258,True,Full,942,9421006
pentru tratamentul episodic,841,LAMOTRIGINUM,25,8411010,Lanistor,25 mg,comp.,N10x3,India,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",27824,2022-05-27 00:00:00,N03AX09,9220501847,True,Full,942,9421010
pentru tratamentul episodic,841,LAMOTRIGINUM,50,8412006,Lanistor,50 mg,comp.,N10x3,India,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",27825,27.05.2022,N03AX09,9220501849,True,Full,942,9422006
pentru tratamentul episodic,841,LAMOTRIGINUM,50,8412017,Lamotrix®,50 mg,comp.,N10x3,Cipru,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",25656,04.07.2019,N03AX09,9190700050,True,Full,942,9422017
pentru tratamentul episodic,841,LAMOTRIGINUM,100,8412011,Lamictal™,100 mg,comp.,N14x2,Marea Britanie,"The Wellcome Foundation Ltd, Marea Britanie(PROD: GlaxoSmithKline Pharmaceuticals SA, Polonia; )",29148,24.06.2023,N03AX09,9191200256,True,Full,942,9422011
pentru tratamentul episodic,841,LAMOTRIGINUM,100,8412018,Lamotrix®,100 mg,comp.,N10x3,Cipru,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",25657,04.07.2019,N03AX09,9190700054,True,Full,942,9422018
pentru tratamentul episodic,841,LAMOTRIGINUM,100,8412019,Lanistor,100 mg,comp.,N10x3,India,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",27826,27.05.2022,N03AX09,9220501852,True,Full,942,9422019
pentru tratamentul episodic,857,MELOXICAMUM,1-15,8572001,Meloflam®,15 mg,comprimate,N10x2,Ungaria,Egis Pharmaceuticals PLC,28916,27.02.2023,M01AC06,1307930049,True,Full,957,9572001
pentru tratamentul episodic,857,MELOXICAMUM,1-15,8572002,Melox® Fort,15 mg,comprimate,N10x3,Turcia,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",28630,2022-11-01 00:00:00,M01AC06,1300160050,True,Full,957,9572002
pentru tratamentul episodic,857,MELOXICAMUM,1-15,8572003,Meloxicam,15 mg,comprimate,N10,Republica Moldova,"Eurofarmaco SA, ÎCS",26074,06.03.2020,M01AC06,9200400356,True,Full,957,9572003
pentru tratamentul episodic,857,MELOXICAMUM,1-15,8572004,Meloxicam-BP,15 mg,comprimate,N20,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",26454,11.08.2020,M01AC06,9200800664,True,Full,957,9572004
pentru tratamentul episodic,857,MELOXICAMUM,1-15,8572005,Movalis®,15 mg,comprimate,N10x2,Germania,"Boehringer Ingelheim International GmbH (prod.: Boehringer Ingelheim Ellas AE, Grecia; Boehringer Ingelheim Pharma GmbH&Co.KG, Germania) ",28983,31.03.2023,M01AC06,1300160049,True,Full,957,9572005
pentru tratamentul episodic,857,MELOXICAMUM,1-15,8572006,Zeloxim Fort®,15 mg,comprimate,N10,Turcia,Bilim Pharmaceuticals AS,26558,19.11.2020,M01AC06,1300160186,True,Full,957,9572006
pentru tratamentul episodic,857,MELOXICAMUM,1-15,8572009,Loxidol,15 mg,comprimate,N10x3,Turcia,"World Medicine Ilac Sanayi ve Ticaret A.Ș., Turcia(PROD: World Medicine Ilac Sanayi ve Ticaret A.Ș., Turcia; )",28979,31.03.2023,M01AC06,1307930625,True,Full,957,9572009
pentru tratamentul episodic,857,MELOXICAMUM,1-15,8572010,Meloksikam,15 mg,comprimate,N10x2,R. Macedonia de Nord,"Replek Farm Ltd. Skopje, R. Macedonia de Nord(PROD: Replek Farm Ltd. Skopje, R. Macedonia de Nord; )",28628,2022-11-01 00:00:00,M01AC06,9221102339,True,Full,957,9572010
pentru tratamentul episodic,857,MELOXICAMUM,7.5,8573001,Melox® ,"7,5 mg",comprimate,N10x3,Turcia,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",28629,01.11.2022,M01AC06,1300160061,True,Full,957,9573001
pentru tratamentul episodic,857,MELOXICAMUM,10,8574001,Meloflex,10 mg/ml,sol. inj.,"1,5 ml N3",România,"Rompharm Company SRL, SC",25056,29.10.2018,M01AC06,1307930452,True,Full,957,9574001
pentru tratamentul episodic,857,MELOXICAMUM,10,8574001,Meloflex,10 mg/ml,sol. inj.,"1,5 ml N5",România,"Rompharm Company SRL, SC",25056,29.10.2018,M01AC06,1307930463,True,Full,957,9574001
pentru tratamentul episodic,857,MELOXICAMUM,10,8574002,Meloxicam-BP,10 mg/ml,sol. inj.,"1,5 ml N5x2",Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",26829,09.04.2021,M01AC06,9210400988,True,Full,957,9574002
pentru tratamentul episodic,857,MELOXICAMUM,10,8574003,Zeloxim®,"15 mg/1,5 ml",sol. inj.,"1,5 ml N3",Turcia,"Bilim Pharmaceuticals AS (prod.: Bilim Pharmaceuticals AS, Turcia; Idol Pharmaceuticals, Turcia) ",29469,22.12.2023,M01AC06,1307930050,True,Full,957,9574003
pentru tratamentul episodic,857,MELOXICAMUM,10,8574005,Melox®,"15 mg/1,5 ml",sol. inj.,N3,Turcia,"Nobel Ilac Sanayii ve Ticaret A.Ş. (prod.: Idol Ilac Dolum Sanayii ve Ticaret A.Ş, Turcia) ",28200,08.09.2022,M01AC06,1300160120,True,Full,957,9574005
pentru tratamentul episodic,857,MELOXICAMUM,3-15,8576001,Remelox,15 mg,supozitoare,N5x2,Republica Moldova,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",28046,04.08.2022,M01AC06,1307930094,True,Full,957,9576001
pentru tratamentul episodic,654,MEMANTINUM,10,6541002,Memantine-Richter ,10 mg,comp. film.,N15x2,Ungaria,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; ,Gedeon Richter Polska Sp z.o.o, Polonia; )",28917,27.02.2023,N06DX01,1309090123,True,Full,754,7541002
pentru tratamentul episodic,654,MEMANTINUM,10,6541002,Memantine-Richter ,10 mg,comp. film.,N15x4,Ungaria,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; ,Gedeon Richter Polska Sp z.o.o, Polonia; )",28917,27.02.2023,N06DX01,1309090112,True,Full,754,7541002
pentru tratamentul episodic,654,MEMANTINUM,10,6541004,Tingreks® ,10 mg,comp. film.,N10x3,Letonia,"Grindeks SA, Letonia(PROD: Grindeks SA, Letonia; )",28660,01.11.2022,N06DX01,1309090134,True,Full,754,7541004
pentru tratamentul episodic,654,MEMANTINUM,10,6541004,Tingreks® ,10 mg,comp. film.,N10x6,Letonia,"Grindeks SA, Letonia(PROD: Grindeks SA, Letonia; )",28660,01.11.2022,N06DX01,1309090156,True,Full,754,7541004
pentru tratamentul episodic,654,MEMANTINUM,10,6541005,Denigma®,10 mg,comp. film.,N14x10,India,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",26661,18.01.2021,N06DX01,1309090086,True,Full,754,7541005
pentru tratamentul episodic,654,MEMANTINUM,10,6541006,Mantomed,10 mg,comp. film.,N14x4,Cipru,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",27873,27.05.2022,N06DX01,9220501865,True,Full,754,7541006
pentru tratamentul episodic,860,METRONIDAZOLUM,2-250,8602002,Metronidazol- BP,250 mg,comp.film.,N10,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",25984,05.12.2019,J01XD01,9191200273,True,Full,960,9602002
pentru tratamentul episodic,860,METRONIDAZOLUM,2-250,8602004,Trichopol®,250 mg,comprimate,N10x2,Polonia,Pharmaceutical Works Polpharma S.A.,27625,25.03.2022,P01AB01,1300420572,True,Full,960,9602004
pentru tratamentul episodic,860,METRONIDAZOLUM,500,8603001,Metronidazol- BP,500 mg,comprimate filmate,N10x2,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",25985,05.12.2019,J01XD01,9191200272,True,Full,960,9603001
pentru tratamentul episodic,860,METRONIDAZOLUM,500,8603002,Metrozol®,500 mg,comprimate,N10x2,Bosnia şi Herţegovina,"Bosnalijek, Pharmaceutical and Chemical Industry JSC",29203,19.07.2023,P01AB01,1300420804,True,Full,960,9603002
pentru tratamentul episodic,836,NATRII CHLORIDUM ,1-9,8361002,Clorură de sodiu-Darniţa,9 mg/ml,sol. inj.,10 ml N5x2,Ucraina,"Darniţa SAP, Firmă farmaceutică , Ucraina(PROD: Firma farmaceutică „Darniţa” SAP, Ucraina; )",27796,2022-05-06 00:00:00,B05XA03,1400890057,True,Full,936,9361002
pentru tratamentul episodic,836,NATRII CHLORIDUM ,2-9,8362006,Clorură de sodiu,9 mg/ml,sol. inj.,5 ml N5,Ucraina,Iuria-Farm SRL,27431,27.12.2021,B05XA03,1400890622,True,Full,936,9362006
pentru tratamentul episodic,836,NATRII CHLORIDUM ,2-9,8362007,Clorură de Sodiu-BP,9 mg/ml,sol. inj.,5 ml N5x10,Republica Moldova,"Balkan Pharmaceuticals SRL, SC (prod.: Balkan Pharmaceuticals SRL, SC, Republica Moldova) ",29454,22.12.2023,B05XA03,9231203102,True,Full,936,9362007
pentru tratamentul episodic,836,NATRII CHLORIDUM ,2-9,8362007,Clorură de Sodiu-BP,9 mg/ml,sol. inj.,5 ml N5x2,Republica Moldova,"Balkan Pharmaceuticals SRL, SC (prod.: Balkan Pharmaceuticals SRL, SC, Republica Moldova) ",29454,22.12.2023,B05XA03,9231203101,True,Full,936,9362007
pentru tratamentul episodic,836,NATRII CHLORIDUM ,3-9,8363001,Clorură de sodiu,9 mg/ml,sol. perf.,200 ml N1,Ucraina,Iuria-Farm SRL,25233,26.12.2018,B05XA03,1400100312,True,Full,936,9363001
pentru tratamentul episodic,836,NATRII CHLORIDUM ,3-9,8363004,Clorură de sodiu,9 mg/ml,sol. perf.,200 ml N1(flacon PP)	,China,"NCPC International Corp., China(PROD: Hebei Tiancheng Pharmaceutical Co., Ltd, China; )",27162,2021-10-07 00:00:00,B05XA03,9211101350,True,Full,936,9363004
pentru tratamentul episodic,836,NATRII CHLORIDUM ,3-9,8363005,Clorură de sodiu,9 mg/ml,sol. perf.,200 ml N1(flacon din sticlă)	,China,"NCPC International Corp., China(PROD: Hebei Tiancheng Pharmaceutical Co., Ltd, China; )",27162,07.10.2021,B05XA03,9211101342,True,Full,936,9363005
pentru tratamentul episodic,836,NATRII CHLORIDUM ,3-9,8363010,Clorură de sodiu,9 mg/ml,sol. perf.,200 ml N1,China,"Shandong Qidu Pharmaceutical Co., Ltd, China(PROD: Shandong Qidu Pharmaceutical Co., Ltd, China; )",29456,22.12.2023,B05XA03,9231203095,True,Full,936,9363010
pentru tratamentul episodic,836,NATRII CHLORIDUM ,3-9,8363011,Clorură de sodiu,9 mg/ml,sol. perf.,200 ml N1,China,"Cisen Pharmaceutical Co., Ltd., China(PROD: Cisen Pharmaceutical Co., Ltd., China; )",30697,12.06.2025,B05XA03,9250603796,True,Full,936,9363011
pentru tratamentul episodic,836,NATRII CHLORIDUM ,4-9,8364004,Clorură de sodiu,9 mg/ml,sol. perf.,250 ml N1(flacon PP)	,China,"Anhui Double-Crane Pharmaceutical Co., Ltd, China(PROD: Anhui Double-Crane Pharmaceutical Co., Ltd, China; )",24597,18.05.2018,B05CB01,1409090034,True,Full,936,9364004
pentru tratamentul episodic,836,NATRII CHLORIDUM ,4-9,8364005,Clorură de sodiu,9 mg/ml,sol. perf.,250 ml N1(flacon PP)	,China,"NCPC International Corp., China(PROD: Hebei Tiancheng Pharmaceutical Co., Ltd, China; )",27162,07.10.2021,B05XA03,9211101349,True,Full,936,9364005
pentru tratamentul episodic,836,NATRII CHLORIDUM ,4-9,8364006,Clorură de sodiu,9 mg/ml,sol. perf.,250 ml N1(flacon din sticlă)	,China,"NCPC International Corp., China(PROD: Hebei Tiancheng Pharmaceutical Co., Ltd, China; )",27162,07.10.2021,B05XA03,9211101343,True,Full,936,9364006
pentru tratamentul episodic,836,NATRII CHLORIDUM ,4-9,8364009,Clorură de sodiu,9 mg/ml,sol. perf.,250 ml N1,China,"Shandong Qidu Pharmaceutical Co., Ltd",29456,22.12.2023,B05XA03,9231203096,True,Full,936,9364009
pentru tratamentul episodic,836,NATRII CHLORIDUM ,5-9,8365001,Clorură de sodiu,9 mg/ml,sol. perf.,400 ml N1,Ucraina,Iuria-Farm SRL,25234,26.12.2018,B05XA03,1400100323,True,Full,936,9365001
pentru tratamentul episodic,836,NATRII CHLORIDUM ,4-9,8364010,Clorură de sodiu,9 mg/ml,sol. perf.,250 ml N1,China,"Cisen Pharmaceutical Co., Ltd., China(PROD: Cisen Pharmaceutical Co., Ltd., China; )",30697,12.06.2025,B05XA03,9250603798,True,Full,936,9364010
pentru tratamentul episodic,836,NATRII CHLORIDUM ,5-9,8365003,Clorură de sodiu,9 mg/ml,sol. perf.,400 ml N1 (flacon PP)	,China,"NCPC International Corp., China(PROD: Hebei Tiancheng Pharmaceutical Co., Ltd, China; )",27162,07.10.2021,B05XA03,9211101344,True,Full,936,9365003
pentru tratamentul episodic,836,NATRII CHLORIDUM ,5-9,8365004,Clorură de sodiu,9 mg/ml,sol. perf.,400 ml N1 (flacon din sticlă)	,China,"NCPC International Corp., China(PROD: Hebei Tiancheng Pharmaceutical Co., Ltd, China; )",27162,07.10.2021,B05XA03,9211101348,True,Full,936,9365004
pentru tratamentul episodic,836,NATRII CHLORIDUM ,5-9,8365008,Clorură de sodiu,9 mg/ml,sol. perf.,400 ml N1,China,"Cisen Pharmaceutical Co., Ltd., China(PROD: Cisen Pharmaceutical Co., Ltd., China; )",30697,12.06.2025,B05XA03,9250603797,True,Full,936,9365008
